dyad_season_year,dyad_ID,ID1,ID2,PackID,Species1,species2,coyote,wolf,GW,EW,RW,Mixed,SA,season,season2,den,rend,winter,Cohesion,LoCoOL,KernelOL,Adult
M0109_M0110_winter_2002_2003,M0109_M0110,M0109,M0110,Grafjell,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.762208068,0.975358635,0.997803031,1
M0109_M0110_winter_2003_2004,M0109_M0110,M0109,M0110,Grafjell,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.522678186,0.918412924,0.997139671,1
M0109_M0302_winter_2002_2003,M0109_M0302,M0109,M0302,Grafjell,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.339853301,0.664197766,0.984063892,0
M0110_M0302_winter_2002_2003,M0110_M0302,M0110,M0302,Grafjell,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.315144766,0.729618667,0.981713117,0
M0301_M0302_winter_2002_2003,M0301_M0302,M0301,M0302,Grafjell,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.252427184,0.405489863,0.85873666,0
M0610_M0611_den_2006,M0610_M0611,M0610,M0611,Grasmark,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.389812691,0.657836409,0.930970313,1
M0610_M0611_rend_2006,M0610_M0611,M0610,M0611,Grasmark,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.427095496,0.814784817,0.987857951,1
M0610_M0611_winter_2005_2006,M0610_M0611,M0610,M0611,Grasmark,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.725911827,0.780967552,0.991631993,1
M0902_M0901_winter_2008_2009,M0902_M0901,M0902,M0901,Galven,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.186649384,0.52965105,0.930069988,0
M0903_M0901_winter_2008_2009,M0903_M0901,M0903,M0901,Galven,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.245559236,0.660461786,0.970800909,0
M0903_M0902_winter_2008_2009,M0903_M0902,M0903,M0902,Galven,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.188392678,0.514981983,0.958560829,0
M0903_M0914_den_2009,M0903_M0914,M0903,M0914,Galven,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.692307692,0.280658503,0.940038101,1
M0903_M0914_rend_2009,M0903_M0914,M0903,M0914,Galven,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.405845946,0.737578096,0.978405659,1
M0904_M0906_den_2010,M0904_M0906,M0904,M0906,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.425925926,0.599127804,0.927931614,1
M0904_M0906_rend_2010,M0904_M0906,M0904,M0906,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.350877193,0.670088467,0.962793786,1
M0904_M0906_winter_2008_2009,M0904_M0906,M0904,M0906,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.845619767,0.93246817,0.997385548,1
M0904_M0906_winter_2009_2010,M0904_M0906,M0904,M0906,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.736111111,0.959360134,0.997778956,1
M0904_M0907_winter_2008_2009,M0904_M0907,M0904,M0907,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.616832133,0.8578538,0.995461757,0
M0904_M0908_winter_2008_2009,M0904_M0908,M0904,M0908,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.323234448,0.565953354,0.865721943,0
M0904_M0909_winter_2008_2009,M0904_M0909,M0904,M0909,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.266666667,0.627607838,0.838494542,0
M0906_M0907_winter_2008_2009,M0906_M0907,M0906,M0907,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.627272727,0.820999709,0.996122835,0
M0906_M0908_winter_2008_2009,M0906_M0908,M0906,M0908,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.261208577,0.624706373,0.9076737,0
M0906_M0909_winter_2008_2009,M0906_M0909,M0906,M0909,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.283333333,0.641885005,0.8403687,0
M0907_M0908_winter_2008_2009,M0907_M0908,M0907,M0908,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.412280702,0.578401115,0.909041086,0
M0907_M0909_winter_2008_2009,M0907_M0909,M0907,M0909,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.24137931,0.641463284,0.834158423,0
M0908_M0909_winter_2008_2009,M0908_M0909,M0908,M0909,Fulufjellet,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.395833333,0.833264518,0.963051561,0
M1108_M1111_den_2011,M1108_M1111,M1108,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.352201258,0.602511404,0.979965955,0
M1108_M1111_rend_2011,M1108_M1111,M1108,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.322580645,0.596029093,0.938269417,0
M1108_M1111_winter_2010_2011,M1108_M1111,M1108,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.13253012,0.280546532,0.776058326,0
M1108_M1111_winter_2011_2012,M1108_M1111,M1108,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.192307692,0.362492784,0.853205883,0
M1109_M1108_den_2011,M1109_M1108,M1109,M1108,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.255737705,0.449798542,0.922204863,0
M1109_M1110_den_2011,M1109_M1110,M1109,M1110,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.506849315,0.589456852,0.931608652,1
M1109_M1110_winter_2010_2011,M1109_M1110,M1109,M1110,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.89010989,0.951497909,0.999162927,1
M1109_M1111_den_2011,M1109_M1111,M1109,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.289473684,0.421518185,0.933046396,0
M1109_M1111_winter_2010_2011,M1109_M1111,M1109,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.25,0.439376621,0.805306224,0
M1110_M1108_den_2011,M1110_M1108,M1110,M1108,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.264069264,0.462812171,0.903195666,0
M1110_M1108_rend_2011,M1110_M1108,M1110,M1108,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.326160077,0.694783391,0.938926802,0
M1110_M1108_winter_2011_2012,M1110_M1108,M1110,M1108,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.361111111,0.612309373,0.983911125,0
M1110_M1111_den_2011,M1110_M1111,M1110,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.287596429,0.504692171,0.947016274,0
M1110_M1111_rend_2011,M1110_M1111,M1110,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.40991288,0.660632185,0.97981782,0
M1110_M1111_winter_2010_2011,M1110_M1111,M1110,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.25,0.438341135,0.808982659,0
M1110_M1111_winter_2011_2012,M1110_M1111,M1110,M1111,Rotna,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.232142857,0.469601021,0.91841464,0
M1402_M1403_winter_2013_2014,M1402_M1403,M1402,M1403,Tandsjon,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.197183099,0.521661745,0.947461321,0
M1406_M1407_winter_2013_2014,M1406_M1407,M1406,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.259994448,0.2832029,0.662709715,0
M1407_M1408_winter_2013_2014,M1407_M1408,M1407,M1408,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.338095704,0.600943024,0.8775826,0
M1409_M1407_den_2014,M1409_M1407,M1409,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.083333333,0.665150204,0.920467739,0
M1409_M1407_rend_2014,M1409_M1407,M1409,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.353233831,0.661609891,0.936778687,0
M1409_M1407_winter_2013_2014,M1409_M1407,M1409,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.276190476,0.835479122,0.956703643,0
M1409_M1408_winter_2013_2014,M1409_M1408,M1409,M1408,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.435294118,0.827578052,0.97585768,0
M1409_M1410_den_2014,M1409_M1410,M1409,M1410,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.449511401,0.544430529,0.973224595,1
M1409_M1410_rend_2014,M1409_M1410,M1409,M1410,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.524590164,0.842969916,0.989515627,1
M1409_M1410_winter_2013_2014,M1409_M1410,M1409,M1410,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.885185185,0.991801273,0.999488623,1
M1409_M1410_winter_2014_2015,M1409_M1410,M1409,M1410,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.742857143,0.900854717,0.998554499,1
M1410_M1407_den_2014,M1410_M1407,M1410,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.204081633,0.500491721,0.816290191,0
M1410_M1407_rend_2014,M1410_M1407,M1410,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.346559483,0.731485711,0.939453725,0
M1410_M1407_winter_2013_2014,M1410_M1407,M1410,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.269437729,0.785892711,0.961447442,0
M1410_M1407_winter_2014_2015,M1410_M1407,M1410,M1407,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.472440945,0.773541258,0.966188749,0
M1410_M1408_winter_2013_2014,M1410_M1408,M1410,M1408,Julussa,GW,wolf,0,1,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.710526316,0.853135951,0.97755862,0
Mich01_Mich02_den_2015,Mich01_Mich02,Mich01,Mich02,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.496644295,0.511256481,0.962686273,1
Mich01_Mich02_den_2016,Mich01_Mich02,Mich01,Mich02,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.569023569,0.610102406,0.949590554,1
Mich01_Mich02_rend_2015,Mich01_Mich02,Mich01,Mich02,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.565985388,0.825086357,0.98549594,1
Mich01_Mich02_rend_2016,Mich01_Mich02,Mich01,Mich02,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.624969136,0.824728797,0.992324833,1
Mich01_Mich02_winter_2014_2015,Mich01_Mich02,Mich01,Mich02,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.79964539,0.934849461,0.99866063,1
Mich01_Mich02_winter_2015_2016,Mich01_Mich02,Mich01,Mich02,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.82629502,0.927852921,0.996554548,1
Mich01_Mich02_winter_2016_2017,Mich01_Mich02,Mich01,Mich02,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.851817729,0.924749341,0.995090379,1
Mich01_Mich03_den_2016,Mich01_Mich03,Mich01,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.599156118,0.624112334,0.975128843,1
Mich01_Mich03_rend_2015,Mich01_Mich03,Mich01,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.622222222,0.92624474,0.984228962,1
Mich01_Mich03_rend_2016,Mich01_Mich03,Mich01,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.621635802,0.837400194,0.975242128,1
Mich01_Mich03_winter_2014_2015,Mich01_Mich03,Mich01,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.828571429,0.890819759,0.994407739,1
Mich01_Mich03_winter_2015_2016,Mich01_Mich03,Mich01,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.859437513,0.932366376,0.997943452,1
Mich01_Mich03_winter_2016_2017,Mich01_Mich03,Mich01,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.869738085,0.914175996,0.997549948,1
Mich01_Mich04_den_2016,Mich01_Mich04,Mich01,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.255244755,0.48235759,0.876758597,1
Mich01_Mich04_rend_2016,Mich01_Mich04,Mich01,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.368283301,0.568993509,0.948688898,1
Mich01_Mich04_winter_2015_2016,Mich01_Mich04,Mich01,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.548468548,0.751839205,0.986617942,1
Mich02_Mich03_den_2016,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.69140625,0.644291492,0.963193561,1
Mich02_Mich03_rend_2015,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.617021277,0.754028058,0.934013122,1
Mich02_Mich03_rend_2016,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.613321399,0.825586737,0.980502845,1
Mich02_Mich03_winter_2014_2015,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.8125,0.890438443,0.993296443,1
Mich02_Mich03_winter_2015_2016,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.818780728,0.931325981,0.997083218,1
Mich02_Mich03_winter_2016_2017,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.953125,0.923487753,0.997104549,1
Mich02_Mich03_winter_2017_2018,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.770833333,0.970226584,0.994362325,1
Mich02_Mich03_winter_2018_2019,Mich02_Mich03,Mich02,Mich03,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.4,0.424483968,0.844362571,1
Mich02_Mich04_den_2016,Mich02_Mich04,Mich02,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.270157884,0.606430241,0.874354307,1
Mich02_Mich04_rend_2016,Mich02_Mich04,Mich02,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.402569593,0.617353479,0.951858655,1
Mich02_Mich04_winter_2015_2016,Mich02_Mich04,Mich02,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.545125378,0.813835941,0.987358491,1
Mich02_Mich05_winter_2016_2017,Mich02_Mich05,Mich02,Mich05,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.246753247,0.665948699,0.96547188,1
Mich02_Mich05_winter_2017_2018,Mich02_Mich05,Mich02,Mich05,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.208654649,0.66176269,0.957322756,1
Mich02_Mich06_den_2017,Mich02_Mich06,Mich02,Mich06,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.08362909,0.539931506,0.901319874,1
Mich02_Mich06_rend_2017,Mich02_Mich06,Mich02,Mich06,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.194003527,0.686118284,0.958271329,1
Mich02_Mich06_winter_2016_2017,Mich02_Mich06,Mich02,Mich06,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.317518248,0.715898571,0.971305767,1
Mich02_Mich06_winter_2017_2018,Mich02_Mich06,Mich02,Mich06,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.275362319,0.436701798,0.878871218,1
Mich02_Mich07_winter_2017_2018,Mich02_Mich07,Mich02,Mich07,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.583333333,0.744567843,0.95391322,0
Mich02_Mich08_winter_2017_2018,Mich02_Mich08,Mich02,Mich08,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.553105363,0.810874575,0.978008121,0
Mich02_Mich11_winter_2017_2018,Mich02_Mich11,Mich02,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.441860465,0.772440566,0.942375028,0
Mich02_Mich12_winter_2017_2018,Mich02_Mich12,Mich02,Mich12,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.454545455,0.6893246,0.957289255,1
Mich03_Mich04_den_2016,Mich03_Mich04,Mich03,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.265644216,0.35018702,0.898767971,1
Mich03_Mich04_rend_2016,Mich03_Mich04,Mich03,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.344017094,0.568716588,0.936545682,1
Mich03_Mich04_winter_2015_2016,Mich03_Mich04,Mich03,Mich04,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.569866557,0.793225996,0.991738462,1
Mich03_Mich07_rend_2018,Mich03_Mich07,Mich03,Mich07,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.070707071,0.422740884,0.837924261,0
Mich03_Mich07_winter_2017_2018,Mich03_Mich07,Mich03,Mich07,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.446969697,0.781807604,0.963232197,0
Mich03_Mich07_winter_2018_2019,Mich03_Mich07,Mich03,Mich07,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.203703704,0.334596266,0.931585766,0
Mich03_Mich08_winter_2017_2018,Mich03_Mich08,Mich03,Mich08,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.848484848,0.845718742,0.995483731,0
Mich03_Mich10_winter_2017_2018,Mich03_Mich10,Mich03,Mich10,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.909090909,0.997565948,0.99938955,1
Mich03_Mich11_winter_2017_2018,Mich03_Mich11,Mich03,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.378787879,0.814361459,0.937249974,0
Mich03_Mich11_winter_2018_2019,Mich03_Mich11,Mich03,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.175182482,0.475090769,0.894404892,0
Mich03_Mich12_winter_2017_2018,Mich03_Mich12,Mich03,Mich12,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.328467153,0.719821825,0.942016795,1
Mich05_Mich06_winter_2016_2017,Mich05_Mich06,Mich05,Mich06,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.243250589,0.596554268,0.928660889,1
Mich05_Mich07_winter_2017_2018,Mich05_Mich07,Mich05,Mich07,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.322580645,0.697086238,0.898206162,0
Mich05_Mich08_winter_2017_2018,Mich05_Mich08,Mich05,Mich08,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.156346133,0.699642537,0.945195307,0
Mich05_Mich11_winter_2017_2018,Mich05_Mich11,Mich05,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.259259259,0.668570809,0.929705992,0
Mich07_Mich08_winter_2017_2018,Mich07_Mich08,Mich07,Mich08,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.512195122,0.73602435,0.949947086,0
Mich07_Mich10_winter_2017_2018,Mich07_Mich10,Mich07,Mich10,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.714285714,0.801873506,0.978543596,0
Mich07_Mich11_den_2018,Mich07_Mich11,Mich07,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.212765957,0.187262394,0.882248357,0
Mich07_Mich11_rend_2018,Mich07_Mich11,Mich07,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.052631579,0.497077651,0.851537048,0
Mich07_Mich11_winter_2017_2018,Mich07_Mich11,Mich07,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.486666667,0.874069588,0.984127072,0
Mich07_Mich11_winter_2018_2019,Mich07_Mich11,Mich07,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.364864865,0.685596499,0.959502982,0
Mich07_Mich12_den_2018,Mich07_Mich12,Mich07,Mich12,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.388888889,0.425465715,0.916961867,0
Mich07_Mich12_winter_2017_2018,Mich07_Mich12,Mich07,Mich12,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.460992908,0.788542794,0.969390576,0
Mich08_Mich11_winter_2017_2018,Mich08_Mich11,Mich08,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.692307692,0.807723011,0.953779288,0
Mich08_Mich12_winter_2017_2018,Mich08_Mich12,Mich08,Mich12,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.714285714,0.937338788,0.979704145,0
Mich10_Mich11_winter_2017_2018,Mich10_Mich11,Mich10,Mich11,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.594594595,0.827894893,0.938731516,0
Mich11_Mich12_den_2018,Mich11_Mich12,Mich11,Mich12,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.487179487,0.231652115,0.846808685,0
Mich11_Mich12_winter_2017_2018,Mich11_Mich12,Mich11,Mich12,Mich,GW,wolf,0,1,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.560509554,0.872466101,0.972826442,0
N211_N212_winter_2003_2004,N211_N212,N211,N212,Brazeau,GW,wolf,0,1,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.367184131,0.697729685,0.948489122,1
nwtW1902_nwtW1905_den_2019,nwtW1902_nwtW1905,nwtW1902,nwtW1905,SRL West,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.309791211,0.435158688,0.821320973,NA
nwtW1902_nwtW1905_winter_2018_2019,nwtW1902_nwtW1905,nwtW1902,nwtW1905,SRL West,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.737114132,0.957319907,0.998535148,NA
rw11326M_rw11373M_rend_2007,rw11326M_rw11373M,rw11326M,rw11373M,Bluestone,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.426327434,0.791908085,0.971036621,1
rw11326M_rw11373M_winter_2007_2008,rw11326M_rw11373M,rw11326M,rw11373M,Bluestone,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.532921593,0.816491036,0.977167477,1
rw11357F_rw11421M_den_2009,rw11357F_rw11421M,rw11357F,rw11421M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.272727273,0.56719899,0.922113867,1
rw11357F_rw11421M_winter_2008_2009,rw11357F_rw11421M,rw11357F,rw11421M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.31496063,0.564880606,0.967052256,1
rw11357F_rw11544M_winter_2008_2009,rw11357F_rw11544M,rw11357F,rw11544M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.642256536,0.914436505,0.987791991,1
rw11357F_rw11660F_winter_2008_2009,rw11357F_rw11660F,rw11357F,rw11660F,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.102702703,0.519663028,0.721072871,0
rw11357F_rw11661M_winter_2008_2009,rw11357F_rw11661M,rw11357F,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.091900171,0.482370232,0.704650503,0
rw11421M_rw11544M_den_2009,rw11421M_rw11544M,rw11421M,rw11544M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.393939394,0.743505558,0.950272402,1
rw11421M_rw11544M_rend_2009,rw11421M_rw11544M,rw11421M,rw11544M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.252767359,0.752683844,0.944626409,1
