dyad_season_year,dyad_ID,ID1,ID2,PackID,Species1,species2,coyote,wolf,GW,EW,RW,Mixed,SA,season,season2,den,rend,winter,Cohesion,LoCoOL,KernelOL,Adult
W848_W943_winter_2017_2018,W848_W943,W848,W943,Price Creek,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.169811321,0.429147102,0.912987242,0
W848_W956_winter_2017_2018,W848_W956,W848,W956,Price Creek,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.444444444,0.748102723,0.928676309,1
W900_W911_rend_2016,W900_W911,W900,W911,Torch River West,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.805042088,0.913067638,0.995401895,0
W900_W911_winter_2016_2017,W900_W911,W900,W911,Torch River West,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.41906462,0.695828339,0.88994491,0
W913_W21885_rend_2016,W913_W21885,W913,W21885,Ghost Lake,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.900159936,0.813204824,0.99710085,1
W913_W21885_winter_2016_2017,W913_W21885,W913,W21885,Ghost Lake,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.882356485,0.856335601,0.970593979,1
W914_W915_winter_2015_2016,W914_W915,W914,W915,Wildcat Mound,GW,wolf,0,1,1,0,0,0,Wisconsin_central,winter,winter,0,0,1,0.204985599,0.68331692,0.887910511,1
W915_W916_rend_2017,W915_W916,W915,W916,Wildcat Mound,GW,wolf,0,1,1,0,0,0,Wisconsin_central,rend,nw,0,1,0,0.159273627,0.681350952,0.897527969,0
W923_W1444_winter_2015_2016,W923_W1444,W923,W1444,Dark Canyon,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.736604543,0.901060008,0.988917238,0
w935m_w936m_winter_2013_2014,w935m_w936m,w935m,w936m,Blackrock,GW,wolf,0,1,1,0,0,0,Wyoming,winter,winter,0,0,1,0.891562023,0.963488098,0.997313399,0
W948_W951_rend_2017,W948_W951,W948,W951,Muck Lake,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.263157895,0.724044857,0.960156176,0
W948_W951_winter_2017_2018,W948_W951,W948,W951,Muck Lake,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.530612245,0.753499628,0.970771806,0
W955_W992_rend_2018,W955_W992,W955,W992,Little Moose River,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.109090909,0.458682308,0.862800615,0
W955_W999_winter_2018_2019,W955_W999,W955,W999,Little Moose River,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.660277609,0.564636609,0.943952686,0
w955f_w956f_den_2014,w955f_w956f,w955f,w956f,Lava Mountain,GW,wolf,0,1,1,0,0,0,Wyoming,den,nw,1,0,0,0.193876686,0.578677756,0.948293469,1
w955f_w956f_winter_2013_2014,w955f_w956f,w955f,w956f,Lava Mountain,GW,wolf,0,1,1,0,0,0,Wyoming,winter,winter,0,0,1,0.543140028,0.86080906,0.991589621,1
W962_W977_den_2018,W962_W977,W962,W977,Spread Eagle Barrens,GW,wolf,0,1,1,0,0,0,Wisconsin_NE,den,nw,1,0,0,0.515151515,0.590345872,0.959614167,1
W962_W977_rend_2018,W962_W977,W962,W977,Spread Eagle Barrens,GW,wolf,0,1,1,0,0,0,Wisconsin_NE,rend,nw,0,1,0,0.394736842,0.737075312,0.976433314,1
W962_W977_winter_2017_2018,W962_W977,W962,W977,Spread Eagle Barrens,GW,wolf,0,1,1,0,0,0,Wisconsin_NE,winter,winter,0,0,1,0.576086957,0.680758981,0.926628999,1
W962_W977_winter_2018_2019,W962_W977,W962,W977,Spread Eagle Barrens,GW,wolf,0,1,1,0,0,0,Wisconsin_NE,winter,winter,0,0,1,0.325581395,0.483444559,0.940174185,1
W986_W988_winter_2017_2018,W986_W988,W986,W988,St. Louis River,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.435897436,0.648307146,0.969103165,0
W994_W1000_rend_2018,W994_W1000,W994,W1000,Venison Creek,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.139733471,0.567279469,0.909423152,1
W994_W1000_winter_2018_2019,W994_W1000,W994,W1000,Venison Creek,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.750572636,0.907598696,0.994170762,1
W995_W1004_rend_2018,W995_W1004,W995,W1004,Log Creek,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.130523453,0.568439746,0.905052436,0
W998_W1002_rend_2018,W998_W1002,W998,W1002,Tupper Creek,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.380874272,0.613761182,0.937061582,1
W998_W1002_winter_2018_2019,W998_W1002,W998,W1002,Tupper Creek,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.533352605,0.819193083,0.982628246,1
wAF270_wAM310_rend_2012,wAF270_wAM310,wAF270,wAM310,Honker,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,rend,nw,0,1,0,0.286000318,0.631247035,0.966403243,1
wAF270_wAM310_winter_2012_2013,wAF270_wAM310,wAF270,wAM310,Honker,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,winter,winter,0,0,1,0.285596163,0.610311855,0.829699616,1
wAF270_wJF495_winter_2012_2013,wAF270_wJF495,wAF270,wJF495,Honker,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,winter,winter,0,0,1,0.234567901,0.432289987,0.73456625,0
wJF495_wAM310_winter_2012_2013,wJF495_wAM310,wJF495,wAM310,Honker,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,winter,winter,0,0,1,0.271186441,0.623108061,0.909155748,0
wJM435_wYM330_den_2014,wJM435_wYM330,wJM435,wYM330,Honker,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,den,nw,1,0,0,0.493597836,0.505933317,0.919836785,0
wJM435_wYM330_rend_2014,wJM435_wYM330,wJM435,wYM330,Honker,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,rend,nw,0,1,0,0.430738551,0.486715912,0.952492001,0
WO103_WO104_rend_2013,WO103_WO104,WO103,WO104,Republic Pack,GW,wolf,0,1,1,0,0,0,Michigan_N_UP,rend,nw,0,1,0,0.107739779,0.566654941,0.908077517,1
WO106_WO107_rend_2014,WO106_WO107,WO106,WO107,Deer Lake Pack,GW,wolf,0,1,1,0,0,0,Michigan_N_UP,rend,nw,0,1,0,0.203699674,0.44707442,0.860853666,0
