dyad_season_year,dyad_ID,PackID,Species1,Species2,GW,EW,RW,Mixed,SA,season1,season2,den,rend,winter,Cohesion,BreedPair,FF,MM,FM,Same,Exploit,LargePred,Prey,Beaver,Human,PCV,Long,Lat
BQE1404_BQE1527_rend_2015,BQE1404_BQE1527,Bob Caygeon,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.062154696,0,1,0,0,1,1,1,0,1,0.040073478,1.765798865,-78.8704278,44.95372729
BPW1701_BPW1703_den_2017,BPW1701_BPW1703,Oxtongue,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,den,nw,1,0,0,0.223730103,0,0,1,0,1,0,1,1,1,0.016123413,1.84935787,-78.83152804,45.49108295
BW1404_BW1602_rend_2016,BW1404_BW1602,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.472340426,0,1,0,0,1,0,1,1,1,0.002036805,1.872367472,-149.8042474,63.55425825
BW1302_BW1605_rend_2016,BW1302_BW1605,John Hansen,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.379310345,0,0,1,0,1,0,1,1,1,0.000242315,1.984020568,-152.1984016,63.72136248
W1550_W1333_rend_2017,W1550_W1333,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.675,0,1,0,0,1,0,1,1,0,0.040153229,2.011436906,-109.2848831,33.93225247
W1251_W1565_rend_2017,W1251_W1565,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.722186495,0,1,0,0,1,0,1,1,0,0.037178258,2.327691081,-108.6383395,33.58911857
W1441_W1680_rend_2018,W1441_W1680,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.703883495,0,0,1,0,1,0,1,1,0,0.04450026,2.51296528,-109.3968967,33.99038848
W1441_W1680_den_2018,W1441_W1680,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.62745098,0,0,1,0,1,0,1,1,0,0.042780641,2.735321287,-109.4103719,34.00093842
W1439_W1705_rend_2018,W1439_W1705,Mangas,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.822222222,0,1,0,0,1,0,1,1,0,0.033388998,2.863808614,-108.7983006,33.96890836
W1399_W1578_rend_2018,W1399_W1578,San Mateo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.727272727,0,1,0,0,1,0,1,1,0,0.035952401,3.133615739,-108.4398491,34.06721448
BCW26819_BCW32120_rend_2019,BCW26819_BCW32120,Tagai Lake,GW,wolf,1,0,0,0,BritishColumbia_W_PrinceGeorge,rend,nw,0,1,0,0.4322156,0,0,1,0,1,0,1,1,1,0.026241631,1.738596922,-123.9266023,53.45117977
BCW26819_BCW32120_den_2019,BCW26819_BCW32120,Tagai Lake,GW,wolf,1,0,0,0,BritishColumbia_W_PrinceGeorge,den,nw,1,0,0,0.269324654,0,0,1,0,1,0,1,1,1,0.025416691,1.838723289,-123.8895294,53.41265725
rw11421M_rw11544M_winter_2008_2009,rw11421M_rw11544M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.18728865,0,0,1,0,1,1,1,0,1,0.214900689,2.212723617,-75.87629959,35.85156416
BW1647_BW1649_winter_2016_2017,BW1647_BW1649,Brule2,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.531791908,0,0,1,0,1,0,1,1,1,0.008961292,1.968761616,-78.8126363,45.58104767
rw11357F_rw11544M_winter_2008_2009,rw11357F_rw11544M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.642256536,1,0,0,1,0,1,1,0,1,0.205641143,2.269597197,-75.87510455,35.84999562
BW1302_BW1707_winter_2017_2018,BW1302_BW1707,John Hansen,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.837558685,1,0,0,1,0,0,1,1,1,0.000747371,1.667902819,-152.2065815,63.72397068
BW1208_BW1405_winter_2015_2016,BW1208_BW1405,Iron Creek West,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.967741935,1,0,0,1,0,0,1,1,1,0,1.771083816,-151.5880739,63.24772177
BW1404_BW1501_winter_2015_2016,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.961373391,1,0,0,1,0,0,1,1,1,0.002935919,1.852282988,-149.4858918,63.52611437
BW1404_BW1501_winter_2016_2017,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.901800327,1,0,0,1,0,0,1,1,1,0.003739633,1.926508951,-149.2670438,63.47678125
BW1202_BW1406_winter_2015_2016,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.907949791,1,0,0,1,0,0,1,1,1,0.008738257,1.930020084,-149.2141856,63.66907462
BW1503_BW1504_winter_2015_2016,BW1503_BW1504,Myrtle,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.779527559,1,0,0,1,0,0,1,1,1,0.001037792,1.946334923,-150.7832341,63.56122636
BW1202_BW1406_winter_2016_2017,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.973894126,1,0,0,1,0,0,1,1,1,0.002386912,1.947600269,-149.3973755,63.65222413
BW1208_BW1405_winter_2014_2015,BW1208_BW1405,Iron Creek West,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.901960784,1,0,0,1,0,0,1,1,1,0,1.966386778,-151.5751621,63.17631056
BW1202_BW1406_winter_2014_2015,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.863636364,1,0,0,1,0,0,1,1,1,0.010293155,2.270124255,-149.092265,63.65067607
Mich02_Mich05_winter_2017_2018,Mich02_Mich05,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.208654649,1,0,0,1,0,0,0,0,1,0.008433083,1.933214425,-85.78752272,47.74022823
Mich02_Mich03_winter_2017_2018,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.770833333,1,0,0,1,0,0,0,0,1,0.007112122,1.945833003,-85.78562059,47.73611519
Mich02_Mich03_winter_2015_2016,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.818780728,1,0,0,1,0,0,0,0,1,0.007268129,1.962969941,-85.78572753,47.73648047
Mich02_Mich03_winter_2014_2015,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.8125,1,0,0,1,0,0,0,0,1,0.002624561,2.001739331,-85.79547498,47.74739645
Mich02_Mich03_winter_2016_2017,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.953125,1,0,0,1,0,0,0,0,1,0.007498043,2.096368587,-85.79189975,47.74037723
Mich02_Mich03_winter_2018_2019,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.4,1,0,0,1,0,0,0,1,1,0.009306972,2.775930844,-85.76593253,47.72691583
M1409_M1410_winter_2014_2015,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.742857143,1,0,0,1,0,0,0,1,1,0.094969143,1.464389112,11.36374181,61.39849066
M1409_M1410_winter_2013_2014,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.885185185,1,0,0,1,0,0,0,1,1,0.113851451,1.525947941,11.31525734,61.36073785
M0610_M0611_winter_2005_2006,M0610_M0611,Grasmark,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.725911827,1,0,0,1,0,0,0,1,1,0.143765635,1.721688993,12.43854485,60.29987252
M0109_M0110_winter_2003_2004,M0109_M0110,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.522678186,1,0,0,1,0,0,0,1,1,0.11932841,1.813114279,11.44178259,61.3373352
M0109_M0110_winter_2002_2003,M0109_M0110,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.762208068,1,0,0,1,0,0,0,1,1,0.106602484,1.907838473,11.39471265,61.36090149
M1109_M1110_winter_2010_2011,M1109_M1110,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.89010989,1,0,0,1,0,0,0,1,1,0.125683567,1.971520325,12.43693334,60.5190757
rw11357F_rw11421M_winter_2008_2009,rw11357F_rw11421M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.31496063,1,0,0,1,0,1,1,0,1,0.207632003,2.212723617,-75.8852017,35.8559625
rw11458M_rw11630F_winter_2010_2011,rw11458M_rw11630F,Columbia,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.169606801,1,0,0,1,0,1,1,0,1,0.412753776,2.745203369,-76.24111437,35.93066154
rw11458M_rw11630F_winter_2009_2010,rw11458M_rw11630F,Columbia,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.604,1,0,0,1,0,1,1,0,1,0.407771364,2.782823542,-76.24930626,35.95049225
W602_W603_winter_2015_2016,W602_W603,Pine Point,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.504823151,1,0,0,1,0,1,1,1,1,0.00777844,2.790344486,-114.2685732,60.87407428
ER_W_42_ER_W_49_winter_2018_2019,ER_W_42_ER_W_49,Frenchman,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.858823529,1,0,0,1,0,1,1,1,1,0.001945172,2.282565887,-95.54098395,50.71902851
ER_W_45_ER_W_51_winter_2018_2019,ER_W_45_ER_W_51,Sandy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.665975104,1,0,0,1,0,1,1,1,1,0.005544254,2.450185483,-96.27181654,50.96871968
BW1726_BW1728_winter_2017_2018,BW1726_BW1728,Hay Creek,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.584071088,1,0,0,1,0,0,1,1,1,0.030436941,1.694791224,-78.30114638,45.42699025
w11_w16_winter_2013_2014,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.840098677,1,0,0,1,0,0,1,0,1,0.001723332,2.094565648,-106.6186497,53.73157916
w11_w16_winter_2014_2015,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.749282297,1,0,0,1,0,0,1,0,1,3.79E-05,2.09849032,-106.6098786,53.70784671
w11_w16_winter_2010_2011,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.24692623,1,0,0,1,0,0,1,0,1,0.010211547,2.472627481,-106.6008891,53.65297467
w11_w16_winter_2011_2012,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.151476524,1,0,0,1,0,0,1,0,1,0.005613357,2.616785047,-106.6235253,53.68341499
w11_w16_winter_2012_2013,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.27905992,1,0,0,1,0,0,1,0,1,0.013499436,2.621822732,-106.6531638,53.70153743
KH1_KH3_winter_2008_2009,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.708253269,1,0,0,1,0,1,1,1,1,0.073454962,1.638743627,-78.28600879,44.82075365
KH1_KH3_winter_2009_2010,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.549623929,1,0,0,1,0,1,1,1,1,0.076327853,1.867821081,-78.27616588,44.80193473
W1240_W1278_winter_2015_2016,W1240_W1278,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.977707853,1,0,0,1,0,0,1,1,0,0.039059599,2.224102344,-108.5894196,33.43685316
W1550_W1571_winter_2018_2019,W1550_W1571,Sierra Blanca,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.99,1,0,0,1,0,0,1,1,0,0.045748933,2.30177298,-109.2466329,33.85493581
W1296_W1439_winter_2017_2018,W1296_W1439,Mangas,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.865,1,0,0,1,0,0,1,1,0,0.034850635,2.520734949,-108.850605,33.96893339
W1567_W1441_winter_2017_2018,W1567_W1441,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.8,1,0,0,1,0,0,1,1,0,0.043248488,2.626293175,-109.4027766,34.00974951
W1453_W1685_winter_2018_2019,W1453_W1685,Datil Mountain,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.99,1,0,0,1,0,0,1,1,0,0.035753744,2.747784572,-107.9891253,34.22461475
F23_M26_winter_2009_2010,F23_M26,Canneto,GW,wolf,1,0,0,0,Italy,winter,winter,0,0,1,0.698626438,1,0,0,1,0,0,1,0,0,0.225177336,1.781074653,13.90714334,41.74574201
JSW1805_JSW1804_winter_2017_2018,JSW1805_JSW1804,Kandik,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.744363048,1,0,0,1,0,1,1,1,1,7.90E-06,1.788342711,-142.0538465,65.50495978
JSW1706_JSW1705_winter_2017_2018,JSW1706_JSW1705,Independence,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.788908766,1,0,0,1,0,1,1,1,1,1.44E-05,1.862546904,-141.6732241,65.2243523
JSW1706_JSW1705_winter_2016_2017,JSW1706_JSW1705,Independence,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.698630137,1,0,0,1,0,1,1,1,1,1.97E-05,1.909190954,-141.6987266,65.26129426
M0904_M0906_winter_2008_2009,M0904_M0906,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.845619767,1,0,0,1,0,0,1,1,1,0.077700911,1.565520589,13.08499736,61.42637831
M0904_M0906_winter_2009_2010,M0904_M0906,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.736111111,1,0,0,1,0,0,1,1,1,0.059220326,1.680254926,12.98576363,61.47466524
Mich02_Mich03_rend_2015,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.617021277,1,0,0,1,0,0,0,0,1,0.001815992,1.95947423,-85.78931282,47.74803183
Mich02_Mich03_den_2016,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.69140625,1,0,0,1,0,0,0,0,1,0.000305683,2.015039196,-85.80156582,47.74733125
Mich02_Mich03_rend_2016,Mich02_Mich03,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.613321399,1,0,0,1,0,0,0,0,1,0.004274169,2.122358927,-85.79891587,47.7436682
M1409_M1410_rend_2014,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.524590164,1,0,0,1,0,0,0,1,1,0.091197704,1.499170105,11.29841432,61.39464569
M1409_M1410_den_2014,M1409_M1410,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.449511401,1,0,0,1,0,0,0,1,1,0.079969757,1.602732495,11.30675708,61.40450224
M0610_M0611_rend_2006,M0610_M0611,Grasmark,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.427095496,1,0,0,1,0,0,0,1,1,0.126184951,1.682604689,12.50340316,60.32000511
M0109_M0110_den_2003,M0109_M0110,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.4,1,0,0,1,0,0,0,1,1,0.09993635,1.712674878,11.38609612,61.40541613
M0610_M0611_den_2006,M0610_M0611,Grasmark,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.389812691,1,0,0,1,0,0,0,1,1,0.096167341,1.717563356,12.61205946,60.29254347
M1109_M1110_den_2011,M1109_M1110,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.506849315,1,0,0,1,0,0,0,1,1,0.113422848,1.820306933,12.48405715,60.52527023
M0109_M0110_rend_2003,M0109_M0110,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.373401535,1,0,0,1,0,0,0,1,1,0.102360289,1.943333775,11.44117427,61.39425125
rw11357F_rw11421M_den_2009,rw11357F_rw11421M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.272727273,1,0,0,1,0,1,1,0,1,0.265808553,2.205269475,-75.88117991,35.85272418
rw11458M_rw11630F_rend_2010,rw11458M_rw11630F,Columbia,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.219336743,1,0,0,1,0,1,1,0,1,0.420691356,2.782482029,-76.24325444,35.94999251
rw11458M_rw11630F_den_2010,rw11458M_rw11630F,Columbia,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.267368095,1,0,0,1,0,1,1,0,1,0.422533506,2.878016302,-76.24549085,35.95503244
ER_W_45_ER_W_51_rend_2019,ER_W_45_ER_W_51,Sandy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,rend,nw,0,1,0,0.162790698,1,0,0,1,0,1,1,1,1,0.007628561,2.143863633,-96.26456368,50.99886415
ER_W_45_ER_W_51_den_2019,ER_W_45_ER_W_51,Sandy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,den,nw,1,0,0,0.434250765,1,0,0,1,0,1,1,1,1,0.006513507,2.31620156,-96.26721615,50.9801992
BW1726_BW1728_rend_2017,BW1726_BW1728,Hay Creek,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.095233896,1,0,0,1,0,0,1,1,1,0.031267315,1.646983157,-78.30080465,45.43361854
BW1208_BW1405_den_2015,BW1208_BW1405,Iron Creek West,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.428571429,1,0,0,1,0,0,1,1,1,0,1.557873588,-151.3301747,63.22909196
BW1208_BW1405_rend_2015,BW1208_BW1405,Iron Creek West,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.613636364,1,0,0,1,0,0,1,1,1,0,1.65534488,-151.4001044,63.23311193
BW1404_BW1501_den_2016,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.214285714,1,0,0,1,0,0,1,1,1,0.002381526,1.717280826,-149.7458174,63.44523464
BW1404_BW1501_rend_2015,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.880252101,1,0,0,1,0,0,1,1,1,0.000382783,1.793152562,-149.4555844,63.38631341
BW1302_BW1707_rend_2017,BW1302_BW1707,John Hansen,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.653846154,1,0,0,1,0,0,1,1,1,0.000712049,1.793420512,-152.1864929,63.70093662
BW1202_BW1406_den_2016,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.513513514,1,0,0,1,0,0,1,1,1,0.001586652,1.825231561,-149.3930761,63.63516026
BW1404_BW1501_rend_2016,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.564516129,1,0,0,1,0,0,1,1,1,0.002008528,1.874142879,-149.7587376,63.53187974
BW1503_BW1504_rend_2016,BW1503_BW1504,Myrtle,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.552631579,1,0,0,1,0,0,1,1,1,0.000981193,1.894998945,-150.7059848,63.53459084
BW1202_BW1406_rend_2015,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.598214286,1,0,0,1,0,0,1,1,1,0.00264605,1.919409339,-149.2162651,63.65693778
BW1202_BW1406_rend_2016,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.645454545,1,0,0,1,0,0,1,1,1,0.003802424,1.989163109,-149.2774128,63.66987794
BW1202_BW1406_den_2015,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.323529412,1,0,0,1,0,0,1,1,1,0.008272454,2.209349725,-149.1329019,63.68512169
w11_w16_den_2011,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.329066265,1,0,0,1,0,0,1,0,1,0.004290325,2.170783664,-106.5926541,53.65503571
w11_w16_den_2012,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.208809135,1,0,0,1,0,0,1,0,1,0.001801109,2.416042128,-106.6202814,53.6906097
w11_w16_den_2013,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.510479042,1,0,0,1,0,0,1,0,1,0.002024829,2.423143074,-106.6204361,53.70058852
w11_w16_rend_2011,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.098549647,1,0,0,1,0,0,1,0,1,0.034079212,2.459228397,-106.6171993,53.65738245
w11_w16_rend_2012,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.08,1,0,0,1,0,0,1,0,1,0.029221644,2.615725143,-106.6367951,53.67376403
w11_w16_rend_2013,w11_w16,amyot,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.413422321,1,0,0,1,0,0,1,0,1,0.012014222,2.631878533,-106.638615,53.69201651
KH1_KH3_rend_2009,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.224846748,1,0,0,1,0,1,1,1,1,0.073191011,1.759764329,-78.28323904,44.814338
KH1_KH3_den_2009,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,den,nw,1,0,0,0.386463311,1,0,0,1,0,1,1,1,1,0.071253534,1.768662748,-78.27888515,44.81905461
W1296_W1439_rend_2017,W1296_W1439,Mangas,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.724074665,1,0,0,1,0,0,1,1,0,0.03167561,2.227041993,-108.8531242,34.02023477
W1240_W1278_den_2016,W1240_W1278,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.844048262,1,0,0,1,0,0,1,1,0,0.04118467,2.316642696,-108.6276363,33.44257155
W1240_W1278_rend_2016,W1240_W1278,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.616666667,1,0,0,1,0,0,1,1,0,0.043548212,2.459950534,-108.6078129,33.43873651
W1550_W1571_rend_2018,W1550_W1571,Sierra Blanca,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.942028986,1,0,0,1,0,0,1,1,0,0.054908575,2.582981295,-109.2160104,33.87968594
W1453_W1685_rend_2018,W1453_W1685,Datil Mountain,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.852941176,1,0,0,1,0,0,1,1,0,0.036277893,3.033713938,-107.98684,34.2040699
F23_M26_den_2010,F23_M26,Canneto,GW,wolf,1,0,0,0,Italy,den,nw,1,0,0,0.69858156,1,0,0,1,0,0,1,0,0,0.182004219,1.859863115,13.8892553,41.75314483
JSW1706_JSW1705_rend_2017,JSW1706_JSW1705,Independence,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.451038576,1,0,0,1,0,1,1,1,1,1.99E-05,1.977232483,-141.6591007,65.26390778
JSW1706_JSW1705_den_2017,JSW1706_JSW1705,Independence,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.3,1,0,0,1,0,1,1,1,1,1.65E-05,2.08378376,-141.5459992,65.2702067
M0904_M0906_den_2010,M0904_M0906,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.425925926,1,0,0,1,0,0,1,1,1,0.079800615,1.710503243,12.983773,61.4292045
M0904_M0906_rend_2010,M0904_M0906,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.350877193,1,0,0,1,0,0,1,1,1,0.087092465,1.754744204,13.02374302,61.45905851
M0903_M0914_den_2009,M0903_M0914,Galven,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.692307692,1,0,0,1,0,0,1,1,1,0.128188686,1.806286636,16.15541008,61.5745606
M0903_M0914_rend_2009,M0903_M0914,Galven,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.405845946,1,0,0,1,0,0,1,1,1,0.144225931,1.925574813,16.11949406,61.55080192
GPW2014_8_GPW2014_9_winter_2014_2015,GPW2014_8_GPW2014_9,GP2,GW,wolf,1,0,0,0,Minnesota_Grand_Portage,winter,winter,0,0,1,0.531484222,0,0,0,1,0,1,1,1,1,0.180890672,2.229010332,-89.62147938,47.99881681
W1790_W1823_winter_2018_2019,W1790_W1823,Prime Canyon,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.705882353,0,0,0,1,0,0,1,1,0,0.065478058,2.407675982,-109.186943,33.80896034
W1721_W1821_winter_2018_2019,W1721_W1821,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.45029428,0,0,0,1,0,0,1,1,0,0.02869499,2.530501973,-108.5648986,33.42873792
W1555_W1721_winter_2018_2019,W1555_W1721,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.481751825,0,0,0,1,0,0,1,1,0,0.031177008,2.601885932,-108.5792824,33.43230232
L16_L17_rend_2005,L16_L17,Hupe,GW,wolf,1,0,0,0,Quebec,rend,nw,0,1,0,0.760869565,0,0,0,1,0,1,1,1,1,0.014304192,1.911024479,-71.17331756,47.26609514
M_33_M_34_winter_2012_2013,M_33_M_34,P04,GW,wolf,1,0,0,0,Israel_N,winter,winter,0,0,1,0.277829747,0,0,1,0,1,0,0,0,0,0.382644466,5.169211142,35.17416755,30.6005312
F_08_F_12_winter_2009_2010,F_08_F_12,P01,GW,wolf,1,0,0,0,Israel_S,winter,winter,0,0,1,0.143086817,0,1,0,0,1,0,0,0,0,0.308315154,10.7509673,34.98072445,29.72263388
W32256_W32264_winter_2011_2012,W32256_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.689829606,0,1,0,0,1,0,1,1,1,0.067488507,2.044868859,-111.8145198,57.48203945
W32265_W32268_winter_2011_2012,W32265_W32268,Horizon,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.570738137,0,0,1,0,1,0,1,1,1,0.295174193,2.122685161,-111.7337097,57.33185454
